Keyword_ID,Traffic,Traffic (%)
1,46.86480908,0.001496388
2,35.65384615,0.000629371
3,40.17823016,0.00092231
5,98.54871795,0.004820513
6,53.21724138,0.001827586
7,35.84511785,0.000690236
8,37.14883149,0.000670357
9,39.67226891,0.000836134
10,29.97192643,0.000300097
11,53.17791898,0.001842732
12,33.65443686,0.00059727
13,38.55774648,0.000929577
14,37.1196319,0.000720859
15,43.47880854,0.001123296
